age,female,race,outcome,disease_type,disease_type1,disease_type2,disease_type3,pathway,riskfactor,V1,V2,V3
65,0,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,1,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,1,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,1,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,1,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,1,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,1,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,1,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,1,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,1,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,2,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,2,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,3,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,3,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,4,MMC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,4,MMC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,1,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,1,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,1,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,2,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,2,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,2,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,3,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,3,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,3,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,4,OC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,4,OC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,4,OC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,1,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
25,0,1,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
25,0,1,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
25,0,2,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
25,0,2,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
25,0,2,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
25,0,3,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
25,0,3,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
25,0,3,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
25,0,4,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
25,0,4,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
25,0,4,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
35,0,1,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
35,0,1,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
35,0,1,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
35,0,2,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
35,0,2,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
35,0,2,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
35,0,3,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
35,0,3,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
35,0,3,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
35,0,4,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
35,0,4,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
35,0,4,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
45,0,1,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
45,0,1,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
45,0,1,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
45,0,2,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
45,0,2,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
45,0,2,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
45,0,3,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
45,0,3,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
45,0,3,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
45,0,4,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
45,0,4,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
45,0,4,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
55,0,1,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
55,0,1,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
55,0,1,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
55,0,2,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
55,0,2,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
55,0,2,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
55,0,3,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
55,0,3,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
55,0,3,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
55,0,4,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
55,0,4,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
55,0,4,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
65,0,1,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
65,0,1,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
65,0,1,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
65,0,2,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
65,0,2,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
65,0,2,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
65,0,3,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
65,0,3,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
65,0,3,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
65,0,4,OSTK,CMD,CMD,OSTK,All_STK,medBMI,dairy_tot,0,0,0
65,0,4,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
65,0,4,OSTK,CMD,CMD,OSTK,All_STK,medSBP,dairy_tot,0,0,0
75,0,1,OSTK,CMD,CMD,OSTK,All_STK,direct,dairy_tot,0,0,0
